idx,name,short_name,vendor,format,format_inferred,format_mismatch,multi_family_group,preferred_family,is_preferred_family,ident,ident_norm,ident_has_contents,ident_is_normalized,primary_category_v11,verified_v11,web_verified_v11,verified_auto_strict_v11
370,VST: EveryConsole (airwindows),EveryConsole,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\EveryConsole64.dll,c:\program files\common files\vst2\airwindows\everyconsole64.dll,False,True,Saturation/Console_Channel,True,False,True
371,VST: EverySlew (airwindows),EverySlew,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\EverySlew64.dll,c:\program files\common files\vst2\airwindows\everyslew64.dll,False,True,Saturation/General,True,False,True
372,VST: EveryTrim (airwindows),EveryTrim,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\EveryTrim64.dll,c:\program files\common files\vst2\airwindows\everytrim64.dll,False,True,Utility/Gain,True,False,True
373,VST3i: ExaktLite (Sonicbits),ExaktLite,Sonicbits,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\ExaktLite.vst3\Contents\x86_64-win\ExaktLite.vst3,c:\program files\common files\vst3\exaktlite.vst3,True,False,Instrument/Synth/FM,True,False,True
374,VST: Exciter (airwindows),Exciter,airwindows,VST,VST,False,True,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Exciter64.dll,c:\program files\common files\vst2\airwindows\exciter64.dll,False,True,Saturation/Exciter,True,False,True
375,VST3i: Expanse          (Puremagnetik),Expanse,Puremagnetik,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\Expanse\includes\Expanse.vst3,c:\program files\common files\vst3\expanse\includes\expanse.vst3,False,True,Instrument/Generator/Noise_Drone,True,False,True
376,VST3: Extend (Outobugi),Extend,Outobugi,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Extend 1.1.0\Extend.vst3,c:\program files\common files\vst3\extend 1.1.0\extend.vst3,False,True,Utility/Routing,True,False,True
377,VST3i: Extended DSF Algorithms (Walter Hackett),Extended DSF Algorithms,Walter Hackett,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\Extended DSF Algorithms VST3.vst3,c:\program files\common files\vst3\extended dsf algorithms vst3.vst3,False,True,Instrument/Synth_Oscillator,True,False,True
378,VST: Facet (airwindows),Facet,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Facet64.dll,c:\program files\common files\vst2\airwindows\facet64.dll,False,True,Distortion/Waveshaper,True,False,True
379,VST: FathomFive (airwindows),FathomFive,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\FathomFive64.dll,c:\program files\common files\vst2\airwindows\fathomfive64.dll,False,True,Filter/Multimode,True,False,True
380,VST3: FBVC (Full Bucket Music),FBVC,Full Bucket Music,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\fbvc.vst3,c:\program files\common files\vst3\fbvc.vst3,False,True,Utility/Routing,True,False,True
381,VST3: FeenstaubHDR (Variety Of Sound),FeenstaubHDR,Variety Of Sound,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FeenstaubHDR (64).vst3,c:\program files\common files\vst3\feenstaubhdr (64).vst3,False,True,Mastering/Suite,True,False,True
382,VST3: FeenstaubTC (Variety Of Sound),FeenstaubTC,Variety Of Sound,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FeenstaubTC (64).vst3,c:\program files\common files\vst3\feenstaubtc (64).vst3,False,True,Dynamics/Compressor,True,False,True
383,VST: FerricTDSmkII (Variety Of Sound),FerricTDSmkII,Variety Of Sound,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\FerricTDSmkII (64).dll,c:\program files\common files\vst2\ferrictdsmkii (64).dll,False,True,Saturation/Tape,True,False,True
384,VST3: FetDrive (AnalogObsession),FetDrive,AnalogObsession,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FetDrive.vst3\Contents\x86_64-win\FetDrive.vst3,c:\program files\common files\vst3\fetdrive.vst3,True,False,Distortion/Overdrive_Distortion,True,False,True
385,VST3: FETish (AnalogObsession),FETish,AnalogObsession,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FETish.vst3\Contents\x86_64-win\FETish.vst3,c:\program files\common files\vst3\fetish.vst3,True,False,Dynamics/Compressor,True,False,True
386,VST3: FetSnap (AnalogObsession),FetSnap,AnalogObsession,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FetSnap.vst3\Contents\x86_64-win\FetSnap.vst3,c:\program files\common files\vst3\fetsnap.vst3,True,False,Dynamics/TransientShaper,True,False,True
387,VST3: Filterjam (AudioThing),Filterjam,AudioThing,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Filterjam_x64.vst3,c:\program files\common files\vst3\filterjam_x64.vst3,False,True,Filter/Multimode,True,False,True
388,VST: Filterstep (Audiomodern),Filterstep,Audiomodern,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST3\Acon Digital\Filterstep_64.dll,c:\program files\common files\vst3\acon digital\filterstep_64.dll,False,True,Filter/Multimode,True,False,True
389,VST3: Filterstep_64 (Audiomodern),Filterstep_64,Audiomodern,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Filterstep_64.vst3,c:\program files\common files\vst3\filterstep_64.vst3,False,True,Filter/Multimode,True,False,True
390,VST3: Filtron (Polyverse Music),Filtron,Polyverse Music,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Filtron.vst3,c:\program files\common files\vst3\filtron.vst3,False,True,Utility/Routing,True,False,True
391,VST: FinalClip (airwindows),FinalClip,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\FinalClip64.dll,c:\program files\common files\vst2\airwindows\finalclip64.dll,False,True,Dynamics/Clipper,True,False,True
392,VST3: Fire (Wings),Fire,Wings,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Fire.vst3,c:\program files\common files\vst3\fire.vst3,False,True,Utility/Routing,True,False,True
393,VST: FireAmp (airwindows),FireAmp,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\FireAmp64.dll,c:\program files\common files\vst2\airwindows\fireamp64.dll,False,True,Amp/Amp,True,False,True
394,VST3: FIVER (AnalogObsession),FIVER,AnalogObsession,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FIVER.vst3,c:\program files\common files\vst3\fiver.vst3,False,True,ChannelStrip,True,False,True
395,VST3: FKFX Noise Bleach (FKFX),FKFX Noise Bleach,FKFX,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FKFX Noise Bleach.vst3,c:\program files\common files\vst3\fkfx noise bleach.vst3,False,True,Dynamics/GateExpander,True,True,False
396,VST3: FlavourMTC (Variety Of Sound),FlavourMTC,Variety Of Sound,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FlavourMTC (64).vst3,c:\program files\common files\vst3\flavourmtc (64).vst3,False,True,EQ/Parametric,True,False,True
397,VST: Flipity (airwindows),Flipity,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Flipity64.dll,c:\program files\common files\vst2\airwindows\flipity64.dll,False,True,Saturation/General,True,False,True
398,VST: Floor (airwindows),Floor,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Floor64.dll,c:\program files\common files\vst2\airwindows\floor64.dll,False,True,Filter/Multimode,True,False,True
399,VST: Flutter (airwindows),Flutter,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Flutter64.dll,c:\program files\common files\vst2\airwindows\flutter64.dll,False,True,Modulation/Wow_Flutter,True,False,True
400,VST: Flutter2 (airwindows),Flutter2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Flutter264.dll,c:\program files\common files\vst2\airwindows\flutter264.dll,False,True,Modulation/Wow_Flutter,True,False,True
401,VST3: Flux Mini 2 (Caelum Audio),Flux Mini 2,Caelum Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Flux Mini 2.vst3,c:\program files\common files\vst3\flux mini 2.vst3,False,True,Utility/Routing,True,False,True
402,VST: Focus (airwindows),Focus,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Focus64.dll,c:\program files\common files\vst2\airwindows\focus64.dll,False,True,Saturation/General,True,False,True
403,VST3: FogPad (igorski.nl),FogPad,igorski.nl,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\fogpad.vst3,c:\program files\common files\vst3\fogpad.vst3,False,True,Utility/Routing,True,False,True
404,VST: Fracture (airwindows),Fracture,airwindows,VST,VST,False,True,VST3,False,C:\Program Files\Common Files\VST2\Airwindows\Fracture64.dll,c:\program files\common files\vst2\airwindows\fracture64.dll,False,True,Distortion/Waveshaper,True,False,True
405,VST3: Fracture (Glitchmachines),Fracture,Glitchmachines,VST3,VST3,False,True,VST3,True,C:\Program Files\Common Files\VST3\Fracture.vst3,c:\program files\common files\vst3\fracture.vst3,False,True,Glitch/Buffer_Stutter,True,False,True
406,VST: Fracture2 (airwindows),Fracture2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Fracture264.dll,c:\program files\common files\vst2\airwindows\fracture264.dll,False,True,LoFi/Degrade,True,False,True
407,VST3: FractureXT (Glitchmachines),FractureXT,Glitchmachines,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\FractureXT.vst3,c:\program files\common files\vst3\fracturext.vst3,False,True,Glitch/Buffer_Stutter,True,False,True
408,VST3: Free Clip 2 (Venn Audio),Free Clip 2,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Clip 2.vst3,c:\program files\common files\vst3\free clip 2.vst3,False,True,Dynamics/Clipper,True,True,False
409,VST3: Free Comp (Venn Audio),Free Comp,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Comp.vst3,c:\program files\common files\vst3\free comp.vst3,False,True,Dynamics/Compressor,True,False,True
410,VST3: Free Convolve (Venn Audio),Free Convolve,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Convolve.vst3,c:\program files\common files\vst3\free convolve.vst3,False,True,Reverb,True,False,True
411,VST3: Free Delay (Venn Audio),Free Delay,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Delay.vst3,c:\program files\common files\vst3\free delay.vst3,False,True,Delay/Echo,True,False,True
412,VST3: Free EQ (Venn Audio),Free EQ,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free EQ.vst3,c:\program files\common files\vst3\free eq.vst3,False,True,EQ/Parametric,True,False,True
413,VST3: Free Gain (Venn Audio),Free Gain,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Gain.vst3,c:\program files\common files\vst3\free gain.vst3,False,True,Utility/Gain,True,False,True
414,VST3: Free Meter (Venn Audio),Free Meter,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Meter.vst3,c:\program files\common files\vst3\free meter.vst3,False,True,Analysis/Metering,True,False,True
415,VST3: Free Pan (Venn Audio),Free Pan,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Pan.vst3,c:\program files\common files\vst3\free pan.vst3,False,True,Spatial/Stereo_Tools,True,False,True
416,VST3: Free Tone (Venn Audio),Free Tone,Venn Audio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Free Tone.vst3,c:\program files\common files\vst3\free tone.vst3,False,True,Utility/Routing,True,False,True
417,VST: FREE87 FR-COMP (eaReckon),FREE87 FR-COMP,eaReckon,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST3\FREE87 FR-COMP(x64).dll,c:\program files\common files\vst3\free87 fr-comp(x64).dll,False,True,Dynamics/Compressor,True,False,True
418,VST: FREE87 FR-EQUA (eaReckon),FREE87 FR-EQUA,eaReckon,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST3\FREE87 FR-EQUA(x64).dll,c:\program files\common files\vst3\free87 fr-equa(x64).dll,False,True,EQ/Parametric,True,False,True
419,VST: FREE87 FR-GATE (eaReckon),FREE87 FR-GATE,eaReckon,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST3\FREE87 FR-GATE(x64).dll,c:\program files\common files\vst3\free87 fr-gate(x64).dll,False,True,Dynamics/GateExpander,True,False,True
420,VST: FREE87 FR-LIMIT (eaReckon),FREE87 FR-LIMIT,eaReckon,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST3\FREE87 FR-LIMIT(x64).dll,c:\program files\common files\vst3\free87 fr-limit(x64).dll,False,True,Dynamics/Limiter,True,True,False
421,VST: FreeClip (Venn Audio),FreeClip,Venn Audio,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\FreeClip.dll,c:\program files\common files\vst2\freeclip.dll,False,True,Dynamics/Clipper,True,True,False
422,VST3: Frequalizer (Foleys Finest),Frequalizer,Foleys Finest,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Frequalizer.vst3,c:\program files\common files\vst3\frequalizer.vst3,False,True,EQ/Parametric,True,False,True
423,VST3: Frohmager (Ohm Force),Frohmager,Ohm Force,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Ohm Force\Frohmager.vst3,c:\program files\common files\vst3\ohm force\frohmager.vst3,False,True,Utility/Routing,True,False,True
424,VST: FromTape (airwindows),FromTape,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\FromTape64.dll,c:\program files\common files\vst2\airwindows\fromtape64.dll,False,True,Saturation/Tape,True,False,True
425,VST3: Frontier (D16 Group Audio Software),Frontier,D16 Group Audio Software,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\D16 Group\Frontier.vst3,c:\program files\common files\vst3\d16 group\frontier.vst3,False,True,Utility/Routing,True,False,True
426,VST3: Full Bucket Frequency Shifter (Full Bucket Music),Full Bucket Frequency Shifter,Full Bucket Music,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\freqshifter.vst3,c:\program files\common files\vst3\freqshifter.vst3,False,True,Modulation/FrequencyShifter,True,True,False
427,VST: Full Bucket Phaser (Full Bucket Music),Full Bucket Phaser,Full Bucket Music,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\fbphaser64.dll,c:\program files\common files\vst2\fbphaser64.dll,False,True,Modulation/Phaser,True,False,True
428,VST3: FUNimator (3VSTUDIO),FUNimator (3VSTUDIO),,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\OT FUNimator x64.vst3,c:\program files\common files\vst3\ot funimator x64.vst3,False,True,Utility/Routing,True,False,True
429,VST: Galactic (airwindows),Galactic,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Galactic64.dll,c:\program files\common files\vst2\airwindows\galactic64.dll,False,True,Reverb/Algorithmic,True,False,True
430,VST: Galactic2 (airwindows),Galactic2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Galactic264.dll,c:\program files\common files\vst2\airwindows\galactic264.dll,False,True,Reverb/Algorithmic,True,False,True
431,VST: Galactic3 (airwindows),Galactic3,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Galactic364.dll,c:\program files\common files\vst2\airwindows\galactic364.dll,False,True,Reverb/Algorithmic,True,False,True
432,VST: GalacticVibe (airwindows),GalacticVibe,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\GalacticVibe64.dll,c:\program files\common files\vst2\airwindows\galacticvibe64.dll,False,True,Reverb/Algorithmic,True,False,True
433,VST3: Gatelab (Audiomodern),Gatelab,Audiomodern,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Gatelab_64.vst3,c:\program files\common files\vst3\gatelab_64.vst3,False,True,Dynamics/GateExpander,True,False,True
434,VST: Gatelope (airwindows),Gatelope,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Gatelope64.dll,c:\program files\common files\vst2\airwindows\gatelope64.dll,False,True,Dynamics/GateExpander,True,False,True
435,VST: Geometer (Destroy FX),Geometer,Destroy FX,VST,VST,False,False,VST,True,C:\Program Files (x86)\Steinberg\VSTPlugins\dfx Geometer.dll,c:\program files (x86)\steinberg\vstplugins\dfx geometer.dll,False,True,Analysis/Metering,True,False,True
436,VST: Giant Verb (MODE MACHINES),Giant Verb,MODE MACHINES,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Giant Verb (Win VST2 64)\Giant Verb.dll,c:\program files\common files\vst2\giant verb (win vst2 64)\giant verb.dll,False,True,Reverb/Algorithmic,True,False,True
437,VST: GlitchShifter (airwindows),GlitchShifter,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\GlitchShifter64.dll,c:\program files\common files\vst2\airwindows\glitchshifter64.dll,False,True,Pitch/PitchShift,True,True,False
438,VST: GoldenSlew (airwindows),GoldenSlew,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\GoldenSlew64.dll,c:\program files\common files\vst2\airwindows\goldenslew64.dll,False,True,Saturation/General,True,False,True
439,VST: Golem (airwindows),Golem,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Golem64.dll,c:\program files\common files\vst2\airwindows\golem64.dll,False,True,Amp/Amp,True,False,True
440,VST3: Grain Strain (Full Bucket Music),Grain Strain,Full Bucket Music,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\grainstrain.vst3,c:\program files\common files\vst3\grainstrain.vst3,False,True,Experimental/Spectral/Granular,True,False,True
441,VST3i: gRainbow (StrangeLoops),gRainbow,StrangeLoops,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\gRainbow.vst3\Contents\x86_64-win\gRainbow.vst3,c:\program files\common files\vst3\grainbow.vst3,True,False,Experimental/Spectral/Granular,True,False,True
442,VST: GrindAmp (airwindows),GrindAmp,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\GrindAmp64.dll,c:\program files\common files\vst2\airwindows\grindamp64.dll,False,True,Amp/Amp,True,False,True
443,VST: Gringer (airwindows),Gringer,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Gringer64.dll,c:\program files\common files\vst2\airwindows\gringer64.dll,False,True,Saturation/General,True,False,True
444,VST: GrooveWear (airwindows),GrooveWear,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\GrooveWear64.dll,c:\program files\common files\vst2\airwindows\groovewear64.dll,False,True,LoFi/Degrade,True,False,True
445,VST3: GSatPlus (TBProAudio),GSatPlus,TBProAudio,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\TBProAudio\GSatPlus.vst3,c:\program files\common files\vst3\tbproaudio\gsatplus.vst3,False,True,Utility/Routing,True,False,True
446,VST: GuitarConditioner (airwindows),GuitarConditioner,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\GuitarConditioner64.dll,c:\program files\common files\vst2\airwindows\guitarconditioner64.dll,False,True,Amp/Utility_Guitar,True,False,True
447,VST: Hadron (partikkelaudio),Hadron,partikkelaudio,VST,VST,False,False,VST,True,C:\Program Files\VSTPlugins\Hadron\hadron64.dll,c:\program files\vstplugins\hadron\hadron64.dll,False,True,Instrument/Synth/Granular,True,True,False
448,VST: Hadron (x86) (partikkelaudio),Hadron,partikkelaudio,VST,VST,False,False,VST,True,C:\Program Files (x86)\Vstplugins\Hadron\hadron32.dll,c:\program files (x86)\vstplugins\hadron\hadron32.dll,False,True,Instrument/Synth/Granular,True,True,False
449,VST3i: HALion Sonic (Steinberg Media Technologies) (32 out),HALion Sonic,Steinberg Media Technologies,VST3I,VST3I,False,False,VST3,True,C:\Program Files\Common Files\VST3\Steinberg\HALion Sonic.vst3\Contents\x86_64-win\HALion Sonic.vst3,c:\program files\common files\vst3\steinberg\halion sonic.vst3,True,False,Instrument/Rompler_SamplePlayer,True,False,True
450,VST: HardVacuum (airwindows),HardVacuum,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\HardVacuum64.dll,c:\program files\common files\vst2\airwindows\hardvacuum64.dll,False,True,Saturation/Tube,True,False,True
451,VST: HarmonicAdder v1.5 (AnarchySoundSoftware),HarmonicAdder v1.5,AnarchySoundSoftware,VST,VST,False,False,VST,True,C:\Program Files (x86)\VST PlugIns\Harmonic Adder.dll,c:\program files (x86)\vst plugins\harmonic adder.dll,False,True,Pitch/PitchShift,True,True,False
452,VSTi: Harsh Digital Nose (Insert Piz Here),Harsh Digital Nose,Insert Piz Here,VSTI,VSTI,False,False,VST,True,C:\Program Files\Common Files\VST2\Harsh Digital Nose.dll,c:\program files\common files\vst2\harsh digital nose.dll,False,True,Instrument/Synth/ImageToAudio_WaveDraw,True,False,True
453,VSTi: Helm (Matt Tytel),Helm,Matt Tytel,VSTI,VSTI,False,True,VST3,False,C:\Program Files\Steinberg\VSTPlugins\helm64.dll,c:\program files\steinberg\vstplugins\helm64.dll,False,True,Instrument/Synth/Subtractive_VA,True,False,True
454,VST3i: Helm (Matt Tytel) (mono),Helm,Matt Tytel,VST3I,VST3I,False,True,VST3,True,C:\Program Files\Common Files\VST3\Helm\helm.vst3,c:\program files\common files\vst3\helm\helm.vst3,False,True,Instrument/Synth/Subtractive_VA,True,False,True
455,VSTi: Helm (x86) (Matt Tytel),Helm,Matt Tytel,VSTI,VSTI,False,True,VST3,False,C:\Program Files\Steinberg\VSTPlugins\helm.dll,c:\program files\steinberg\vstplugins\helm.dll,False,True,Instrument/Synth/Subtractive_VA,True,False,True
456,VST: Hematohm (Ohm Force),Hematohm,Ohm Force,VST,VST,False,False,VST,True,C:\Program Files\VSTPlugins\Hematohm_vstwin_x64.dll,c:\program files\vstplugins\hematohm_vstwin_x64.dll,False,True,Utility/Routing,True,False,True
457,VST: Hermepass (airwindows),Hermepass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hermepass64.dll,c:\program files\common files\vst2\airwindows\hermepass64.dll,False,True,Filter/Multimode,True,False,True
458,VST: HermeTrim (airwindows),HermeTrim,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\HermeTrim64.dll,c:\program files\common files\vst2\airwindows\hermetrim64.dll,False,True,Utility/Gain,True,False,True
459,VST: HighGlossDither (airwindows),HighGlossDither,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\HighGlossDither64.dll,c:\program files\common files\vst2\airwindows\highglossdither64.dll,False,True,Mastering/Dither,True,False,True
460,VST: HighImpact (airwindows),HighImpact,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\HighImpact64.dll,c:\program files\common files\vst2\airwindows\highimpact64.dll,False,True,Saturation/General,True,False,True
461,VST: Highpass (airwindows),Highpass,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Highpass64.dll,c:\program files\common files\vst2\airwindows\highpass64.dll,False,True,Filter/Highpass,True,False,True
462,VST: Highpass2 (airwindows),Highpass2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Highpass264.dll,c:\program files\common files\vst2\airwindows\highpass264.dll,False,True,Filter/Highpass,True,False,True
463,VST: Holt (airwindows),Holt,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Holt64.dll,c:\program files\common files\vst2\airwindows\holt64.dll,False,True,Filter/Multimode,True,False,True
464,VST: Holt2 (airwindows),Holt2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Holt264.dll,c:\program files\common files\vst2\airwindows\holt264.dll,False,True,Filter/Multimode,True,False,True
465,VST: Hombre (airwindows),Hombre,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hombre64.dll,c:\program files\common files\vst2\airwindows\hombre64.dll,False,True,Filter/Multimode,True,False,True
466,VST3: HoRNetMagnusLite (HoRNet),HoRNetMagnusLite,HoRNet,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\HoRNetMagnusLite_x64.vst3,c:\program files\common files\vst3\hornetmagnuslite_x64.vst3,False,True,Utility/Routing,True,False,True
467,VST: Huge (airwindows),Huge,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Huge64.dll,c:\program files\common files\vst2\airwindows\huge64.dll,False,True,Saturation/General,True,False,True
468,VST: Hull (airwindows),Hull,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hull64.dll,c:\program files\common files\vst2\airwindows\hull64.dll,False,True,Filter/Multimode,True,False,True
469,VST: Hull2 (airwindows),Hull2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hull264.dll,c:\program files\common files\vst2\airwindows\hull264.dll,False,True,Filter/Multimode,True,False,True
470,VST3: HY-Filter4 free (HY-Plugins),HY-Filter4 free,HY-Plugins,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\HY-Filter4 free(x64).vst3,c:\program files\common files\vst3\hy-filter4 free(x64).vst3,False,True,Filter/Multimode,True,False,True
471,VST: Hype (airwindows),Hype,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hype64.dll,c:\program files\common files\vst2\airwindows\hype64.dll,False,True,EQ/Exciter,True,False,True
472,VST: Hypersoft (airwindows),Hypersoft,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hypersoft64.dll,c:\program files\common files\vst2\airwindows\hypersoft64.dll,False,True,Dynamics/SoftClipper,True,True,False
473,VST: Hypersonic (airwindows),Hypersonic,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Hypersonic64.dll,c:\program files\common files\vst2\airwindows\hypersonic64.dll,False,True,Filter/Highpass,True,False,True
474,VST: HypersonX (airwindows),HypersonX,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\HypersonX64.dll,c:\program files\common files\vst2\airwindows\hypersonx64.dll,False,True,Filter/Highpass,True,False,True
475,VST3: Hysteresis (Glitchmachines),Hysteresis,Glitchmachines,VST3,VST3,False,False,VST3,True,C:\Program Files\Common Files\VST3\Hysteresis.vst3,c:\program files\common files\vst3\hysteresis.vst3,False,True,Delay/Glitch_Buffer,True,True,False
476,VST: Infinity (airwindows),Infinity,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Infinity64.dll,c:\program files\common files\vst2\airwindows\infinity64.dll,False,True,Reverb/Algorithmic,True,False,True
477,VST: Infinity2 (airwindows),Infinity2,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Infinity264.dll,c:\program files\common files\vst2\airwindows\infinity264.dll,False,True,Reverb/Algorithmic,True,False,True
478,VST: Inflamer (airwindows),Inflamer,airwindows,VST,VST,False,False,VST,True,C:\Program Files\Common Files\VST2\Airwindows\Inflamer64.dll,c:\program files\common files\vst2\airwindows\inflamer64.dll,False,True,Saturation/General,True,False,True
